CSDUID,Total_Sec,Total_Min
4609027,242.52992727876108,5.0
4609029,746.5015296273548,13.0
4609030,1240.705785,21.0
4610035,1769.1006462294088,30.0
4610043,1120.7798034803827,19.0
4610052,2059.6068993619047,35.0
4611040,372.8789363529794,7.0
4611042,551.8630292072501,10.0
4612047,1061.070641011944,18.0
4612054,253.55427104728483,5.0
4612056,1124.944714385425,19.0
4613032,570.2949100048535,10.0
4613037,761.8891254973362,13.0
4613043,433.86194833030794,8.0
4613047,584.2811269355484,10.0
4613049,632.1748758,11.0
4613056,1022.0294868907304,18.0
4613062,1007.1175836,17.0
4614015,308.43426515385823,6.0
4614031,528.5414390362391,9.0
4614036,509.9326471370616,9.0
4614039,1176.2602302979785,20.0
4614042,2195.972471958361,37.0
4615020,1077.6615953610553,18.0
4615032,230.48043405497927,4.0
4615037,1372.5875162820096,23.0
4615042,552.6825126,10.0
4615047,846.4540707277979,15.0
4615049,580.4543406,10.0
4615056,284.761202043776,5.0
4615063,726.9366765946767,13.0
4615067,197.4915912,4.0
4615070,1192.055414511447,20.0
4615071,140.83628733245382,3.0
4615072,551.4916886142857,10.0
4615074,1457.2887368435324,25.0
4615075,572.4116683576067,10.0
4615078,808.0437253653542,14.0
4615092,664.0042330173912,12.0
4616005,1676.202609580884,28.0
4616017,183.05346941220722,4.0
4616020,226.6426585897365,4.0
4616025,1213.6278382263158,21.0
4616030,1193.8948097692605,20.0
4616046,1435.0614372,24.0
4616048,435.84479122162514,8.0
4617026,1036.5474739066117,18.0
4617029,1766.8747599981343,30.0
4617035,662.4978861713904,12.0
4617041,321.8132515116279,6.0
4617048,316.2278603174157,6.0
4617050,410.8784495582696,7.0
4617054,1595.524728872958,27.0
4617058,2014.8958120321352,34.0
4617064,1868.140268562963,32.0
4617072,1250.8063088793106,21.0
4617075,882.4738156978079,15.0
4617092,39.516684,1.0
4618031,1966.501581599817,33.0
4618034,1596.2424466911746,27.0
4618037,1618.9682822827658,27.0
4618040,739.4724804466925,13.0
4618044,1832.4037159078443,31.0
4618055,2198.4269052,37.0
4618056,1157.901720056553,20.0
4618060,432.43994722816905,8.0
4618061,544.2908238,10.0
4618063,722.0933437301436,13.0
4618067,615.4191047753496,11.0
4618068,1782.7734822390246,30.0
4618074,1267.2159197357312,22.0
4618076,2955.7862990273493,50.0
4618091,3305.2226172000005,56.0
4618093,,
4619040,7079.547324,118.0
4619045,,
4619050,10074.180481464035,168.0
4619051,,
4619052,3763.6475282250003,63.0
4619053,4197.694597799999,70.0
4619054,4053.631428,68.0
4619056,3332.6261650691513,56.0
4619058,3384.7015271999994,57.0
4619059,2228.675859685883,38.0
4619061,708.2753934000001,12.0
4619062,594.4371456,10.0
4619065,5829.411753,98.0
4619068,3301.2550044,56.0
4619069,2014.2826536,34.0
4619070,3379.6137738,57.0
4619071,4560.0156336,77.0
4619072,2964.4630434,50.0
4619075,,
4619077,6291.475628333333,105.0
4619079,,
4619082,24931.305174,416.0
4620032,2766.6481332,47.0
4620042,853.2823606497283,15.0
4620048,619.9025579596937,11.0
4620051,1326.8301072328925,23.0
4620055,2304.047929025698,39.0
4620060,811.3942337999999,14.0
4620066,3448.4285556,58.0
4620069,1836.7074468,31.0
4621025,243.6113244,5.0
4621027,286.1605302,5.0
4621029,358.85201260632914,6.0
4621033,290.6724402,5.0
4621034,300.0135972,6.0
4621035,410.9752734,7.0
4621036,,
4621039,191.778555,4.0
4621040,124.9145598,3.0
4621043,282.0158897945701,5.0
4621045,1183.6842810494768,20.0
4621052,161.81057868115545,3.0
4621058,491.44176,9.0
4621060,,
4621064,4472.74013738757,75.0
4621071,4998.5601198,84.0
4621078,,
4621080,514.361451,9.0
4622017,,
4622026,1826.2313123984347,31.0
4622045,262.4078262,5.0
4622046,,
4622048,12476.58638671513,208.0
4622049,11964.497279285524,200.0
4622050,,
4622051,71283.34951341555,1189.0
4622052,10762.378518,180.0
4622055,11840.508042,198.0
4622056,11941.639073999999,200.0
4622058,59334.39323325863,989.0
4622059,10402.642278,174.0
4622063,89372.93118,1490.0
4622064,89372.93118,1490.0
4622065,10425.159708,174.0
4622066,,
4622067,11657.790208773262,195.0
4622800,12148.713606,203.0
4622801,3626.470989677436,61.0
4622802,12368.40291,207.0
4623022,14572.52706865144,243.0
4623023,16416.290166,274.0
4623027,13324.128594,223.0
4623034,8514.604752875213,142.0
4623037,12779.169228,213.0
4623039,,
4623040,,
4623047,5988.354102,100.0
4623056,8561.014191128965,143.0
4623058,,
4623062,,
4623064,,
4623065,,
4623067,11136.716814,186.0
4623071,,
4623800,,
4701001,1122.0730296,19.0
4701002,2427.9953514,41.0
4701004,1940.3192100000003,33.0
4701006,1308.210453,22.0
4701008,1893.78178284,32.0
4701011,2100.7717944,36.0
4701012,1229.5381638,21.0
4701014,1819.4564940961118,31.0
4701016,2823.6337386,48.0
4701017,2823.0308742,48.0
4701018,2508.154155,42.0
4701019,2791.1540424,47.0
4701021,1847.286411956587,31.0
4701022,2529.8638457141515,43.0
4701024,1395.1009140683993,24.0
4701027,104.8424976,2.0
4701031,140.013249,3.0
4701032,92.8755888,2.0
4701036,51.9664716,1.0
4701037,214.46414280000002,4.0
4701039,181.700103,4.0
4701041,214.6479012,4.0
4701043,192.2025918,4.0
4701044,224.256801,4.0
4701047,246.85647947095345,5.0
4701049,421.91838681428567,8.0
4701053,921.9530472,16.0
4701054,923.6679228000002,16.0
4701056,1510.2071819330708,26.0
4701058,2246.6138622,38.0
4701059,1204.6720812,21.0
4701061,2059.3319484000003,35.0
4701063,1589.4201888,27.0
4701064,2615.8191642,44.0
4701066,2586.8206062,44.0
4701067,2408.374644,41.0
4701069,3064.8744186,52.0
4701072,3350.982294,56.0
4701076,2038.3475796000002,34.0
4701077,2852.7576078,48.0
4701078,2536.6836726,43.0
4701079,2820.4522884000003,48.0
4701091,2539.6397328000003,43.0
4701094,2881.8999018,49.0
4701096,714.2746896,12.0
4701098,104.2925718,2.0
4701808,1428.7166886,24.0
4701809,770.3809679853658,13.0
4701810,1692.1554846,29.0
4701812,1594.3244076,27.0
4701813,1457.7616332,25.0
4701814,428.35619699999995,8.0
4701815,,
4701816,1698.3123762,29.0
4701817,797.6563884,14.0
4701818,,
4701819,1772.5265981333332,30.0
4702001,3209.954142,54.0
4702002,2280.8618574,39.0
4702006,2966.5133742,50.0
4702008,1214.4545898,21.0
4702011,1929.5295430773235,33.0
4702014,2361.54682401327,40.0
4702016,3683.4213582,62.0
4702018,2968.7514306000003,50.0
4702023,1383.0719832,24.0
4702024,1873.2664878,32.0
4702026,871.28463,15.0
4702028,285.660099,5.0
4702029,215.1389922,4.0
4702031,244.58056259999998,5.0
4702033,229.3838454,4.0
4702036,144.9466056,3.0
4702037,89.6094816,2.0
4702038,63.7404078,2.0
4702039,69.1410774,2.0
4702041,128.42465280000002,3.0
4702042,221.0974062,4.0
4702044,199.28543166908432,4.0
4702047,1307.1528758271168,22.0
4702048,1749.6694542,30.0
4702051,1815.8175143999997,31.0
4702052,2424.2762292,41.0
4702054,1955.2448568,33.0
4702057,3707.7820224,62.0
4702058,3530.6782092,59.0
4702061,4393.0495986,74.0
4702062,4137.2406126000005,69.0
4702066,4647.91161,78.0
4702067,5308.652201399999,89.0
4702069,3836.3079264,64.0
4702071,3452.9341122,58.0
4702072,3175.475994,53.0
4702073,3030.6479010000003,51.0
4702076,2281.5747552000003,39.0
4702077,3881.0942664000004,65.0
4702078,4567.3958088,77.0
4702079,3282.0538476,55.0
4703001,2018.5336667999998,34.0
4703004,2544.0790914980394,43.0
4703006,1777.798173,30.0
4703009,1810.6596312,31.0
4703011,2218.2419922,37.0
4703012,1631.3576214,28.0
4703016,1101.656286,19.0
4703018,441.719283,8.0
4703019,60.6114948,2.0
4703022,229.88629440000005,4.0
4703026,1380.8444754,24.0
4703028,1159.210356,20.0
4703029,964.1529108,17.0
4703034,935.7247758,16.0
4703036,186.73982556596658,4.0
4703038,1904.0875656,32.0
4703041,1528.4598294,26.0
4703042,3160.9836576,53.0
4703044,2586.9578658,44.0
4703048,1941.1678901043824,33.0
4703051,3818.7607752,64.0
4703052,2370.4633158,40.0
4703054,4221.756386129135,71.0
4703058,4633.2142764,78.0
4703059,4047.2548332,68.0
4703061,5246.9245698,88.0
4703062,3597.6156960000003,60.0
4703064,4989.5037072,84.0
4703068,3717.4655927999997,62.0
4703071,3252.255945006085,55.0
4703074,3721.5113754,63.0
4703092,3421.3617545999996,58.0
4703093,3500.839215,59.0
4703096,2590.4934798,44.0
4703801,2307.4778274,39.0
4704002,194.8555818,4.0
4704003,38.3112888,1.0
4704006,156.2065872,3.0
4704008,256.545921,5.0
4704009,231.040518,4.0
4704011,2397.4509342,40.0
4704012,1821.5657784,31.0
4704019,1435.6995282,24.0
4704021,1643.2325364,28.0
4704024,2031.0140832,34.0
4704026,2641.7914152,45.0
4704028,1644.604501780851,28.0
4704029,1130.005965,19.0
4704034,239.7440292,4.0
4704036,861.6265565048207,15.0
4704038,2663.1164016,45.0
4704045,1965.844510482262,33.0
4704048,3747.876497188787,63.0
4704050,4938.6739404,83.0
4704054,2056.8177173675326,35.0
4704058,1700.1774347999997,29.0
4704061,5103.4134792,86.0
4704802,2398.0944454579885,40.0
4705001,2727.9903448768946,46.0
4705002,2032.5717257999997,34.0
4705004,1746.0845687821602,30.0
4705007,1676.570289,28.0
4705009,1728.8810658,29.0
4705011,1892.4467297999997,32.0
4705014,1643.3805408,28.0
4705016,1392.131219977695,24.0
4705018,1325.8690038000002,23.0
4705019,1209.9923208,21.0
4705021,1025.853126,18.0
4705024,1589.3483573640844,27.0
4705027,1264.8947484,22.0
4705028,1519.1139798,26.0
4705029,1988.3367540691218,34.0
4705031,1428.7050108,24.0
4705033,2484.7033134000003,42.0
4705034,1650.1133454025426,28.0
4705037,608.2139087999999,11.0
4705038,1465.7215784692914,25.0
4705041,1478.6748204,25.0
4705042,1415.7899028,24.0
4705043,989.011992,17.0
4705044,2131.4274498,36.0
4705047,2008.2903648,34.0
4705048,1244.76854349772,21.0
4705049,1734.7396326,29.0
4705050,716.3982558,12.0
4705051,106.9513965565337,2.0
4705052,1153.0470782259274,20.0
4705053,1095.1466166,19.0
4705054,1250.6899302,21.0
4705055,1225.2244794,21.0
4705056,1492.6202436,25.0
4705057,1128.1914732,19.0
4705058,1672.3948878,28.0
4705059,1582.006386,27.0
4705060,1484.3211174,25.0
4705061,1883.839923,32.0
4705062,1787.040798,30.0
4705063,1891.1426742,32.0
4705064,1154.5505184,20.0
4705066,1914.7193328,32.0
4705067,3076.9427862,52.0
4705068,2104.0741818,36.0
4705069,1875.4951008,32.0
4705071,818.2803282,14.0
4705073,1142.5155127719026,20.0
4705074,499.38482089784117,9.0
4705077,1173.0703062492598,20.0
4705078,695.4041447999999,12.0
4705079,10.192977,1.0
4705093,756.8412987760274,13.0
4705094,1174.8544726849884,20.0
4705096,96.1748928,2.0
4705803,133.176042,3.0
4705804,1310.7469403349282,22.0
4705805,1276.6338564,22.0
4705806,1326.7905132,23.0
4705807,1334.4534168,23.0
4705808,202.2063384,4.0
4705814,203.232615,4.0
4705815,,
4705818,,
4705823,,
4705824,,
4705828,,
4706001,316.12587,6.0
4706002,252.7835106,5.0
4706003,298.2328794,5.0
4706004,268.2255372,5.0
4706006,331.4439912,6.0
4706007,225.8371104,4.0
4706008,201.88987800000004,4.0
4706009,205.86712439999997,4.0
4706011,232.65475184467005,4.0
4706013,158.289297,3.0
4706014,131.4803004,3.0
4706016,147.55366020000002,3.0
4706017,194.7996,4.0
4706018,215.251359,4.0
4706019,193.8506778,4.0
4706021,312.8745456,6.0
4706022,239.791659,4.0
4706023,276.1738062,5.0
4706026,309.26158333781785,6.0
4706027,851.1785036498092,15.0
4706028,570.5120718000001,10.0
4706029,203.00677946050155,4.0
4706030,165.53747460680717,3.0
4706031,311.4046683093253,6.0
4706032,941.736764368565,16.0
4706033,597.7848078,10.0
4706034,577.3600398277823,10.0
4706036,623.1632028,11.0
4706037,579.3266526,10.0
4706038,479.1683316,8.0
4706039,641.3594890208202,11.0
4706041,2300.4152706,39.0
4706042,970.9680798,17.0
4706045,522.8671734000001,9.0
4706046,749.1350004,13.0
4706047,1026.1910604,18.0
4706048,2145.562736280392,36.0
4706049,1641.1893828000002,28.0
4706050,1302.5676408,22.0
4706051,2391.853920611562,40.0
4706052,2436.7713366,41.0
4706053,1720.8909106317074,29.0
4706054,1212.801978,21.0
4706055,1152.8797002,20.0
4706056,802.5853387103333,14.0
4706057,641.3123358,11.0
4706058,623.451933774613,11.0
4706059,615.8542554,11.0
4706060,549.1167438,10.0
4706061,536.9202696,9.0
4706062,606.2023344,11.0
4706063,578.1415558564418,10.0
4706064,651.8477016,11.0
4706065,817.5233208,14.0
4706067,865.0135224,15.0
4706068,703.7883246,12.0
4706069,854.0676048,15.0
4706070,546.3431831129562,10.0
4706071,514.6942698,9.0
4706072,399.1162434,7.0
4706073,475.1682228,8.0
4706074,533.991552,9.0
4706075,475.05801,8.0
4706076,388.207086,7.0
4706077,476.78271900000004,8.0
4706078,516.3177828,9.0
4706079,511.9343892,9.0
4706080,534.2013396000001,9.0
4706081,506.4834654,9.0
4706082,493.3062726,9.0
4706085,533.1914598000001,9.0
4706091,512.5808016,9.0
4706092,476.5778424,8.0
4706093,567.1462458,10.0
4706094,553.146303,10.0
4706096,542.8632378,10.0
4706097,232.089108,4.0
4706098,238.60806659999997,4.0
4706099,259.9298376,5.0
4706809,284.95094827887743,5.0
4706810,658.6136814,11.0
4706811,664.4119086000001,12.0
4706812,603.3957101999999,11.0
4706813,607.9471896,11.0
4706814,751.9953744,13.0
4706815,545.8100814,10.0
4706816,584.4981246,10.0
4706818,631.5736734,11.0
4706820,301.48373456962025,6.0
4706828,,
4706829,64.3861038,2.0
4706830,,
4706831,,
4707001,3260.6620716,55.0
4707004,2200.5262236,37.0
4707006,2360.5133838,40.0
4707008,5255.527151400001,88.0
4707011,4271.0230944,72.0
4707012,2738.1327756,46.0
4707014,3136.9075002,53.0
4707016,3128.3853708,53.0
4707018,3246.7554474000003,55.0
4707020,2856.7080168,48.0
4707021,1801.0481392247525,31.0
4707022,1807.7247618,31.0
4707023,1428.0723366,24.0
4707024,875.8503792,15.0
4707026,453.8774475787013,8.0
4707027,390.995697,7.0
4707028,377.9870814,7.0
4707029,494.14398960000005,9.0
4707031,385.8038868,7.0
4707032,423.2462742,8.0
4707034,468.7438152,8.0
4707036,503.8326288,9.0
4707037,512.548604576573,9.0
4707038,564.2383906727423,10.0
4707039,846.7591025467459,15.0
4707042,713.0183392732673,12.0
4707043,1909.0546679999998,32.0
4707044,2412.0901542,41.0
4707045,4524.2890968,76.0
4707047,4118.386101,69.0
4707048,3664.0375938,62.0
4707049,2872.5085206,48.0
4707051,3396.5778228,57.0
4707053,3321.6413472000004,56.0
4707054,2428.9414464,41.0
4707058,1636.7263578,28.0
4707059,1233.2481054,21.0
4707062,920.6466522,16.0
4707063,694.5929934000001,12.0
4707066,71.6008308,2.0
4707067,210.6363312,4.0
4707068,2133.9437322,36.0
4707071,1661.9797272,28.0
4707072,1273.930494,22.0
4707074,1805.8836762,31.0
4707076,1647.0490818,28.0
4707077,1064.9984058,18.0
4707091,846.2009208,15.0
4707092,312.4459716,6.0
4707093,329.9742036,6.0
4708001,2387.880607430075,40.0
4708004,2141.592625315666,36.0
4708006,1823.679996,31.0
4708008,688.0856633999999,12.0
4708009,693.1291734,12.0
4708011,571.8121404185023,10.0
4708012,502.5920376,9.0
4708016,502.1809878,9.0
4708018,454.904205,8.0
4708021,534.299796,9.0
4708022,339.79602,6.0
4708024,303.9827196,6.0
4708026,304.7485302,6.0
4708028,262.4808486,5.0
4708029,326.77903080000004,6.0
4708031,337.1440668,6.0
4708032,367.3561074,7.0
4708034,320.7104952,6.0
4708036,316.4855826,6.0
4708038,255.7415208,5.0
4708039,401.12699160000005,7.0
4708042,315.3915726,6.0
4708044,397.1031582,7.0
4708046,335.525334215873,6.0
4708048,401.664471,7.0
4708049,442.563822,8.0
4708053,437.3004606,8.0
4708054,950.0071176,16.0
4708056,1630.2111078,28.0
4708057,1314.2399688,22.0
4708058,1933.1082772474463,33.0
4708059,2866.8740004000006,48.0
4708061,1952.3377290000003,33.0
4708062,3261.5897544000004,55.0
4708065,1851.370337295465,31.0
4708068,1579.1524326,27.0
4708071,409.22800800000005,7.0
4708074,91.43585579999998,2.0
4708076,1163.3959788740742,20.0
4708092,650.1145632,11.0
4708094,335.41917659999996,6.0
4709001,1428.5748156,24.0
4709002,1203.8448234,21.0
4709006,137.2839041816118,3.0
4709009,246.7618428,5.0
4709011,811.1708780262347,14.0
4709012,1251.9944975210935,21.0
4709014,2023.0197066,34.0
4709016,1530.2404482000002,26.0
4709019,1471.1426255999997,25.0
4709023,1303.3905846,22.0
4709024,1707.5671674,29.0
4709028,1612.4714568,27.0
4709029,1553.091991877419,26.0
4709032,413.530530891109,7.0
4709033,332.7159351054795,6.0
4709037,313.2279906,6.0
4709038,248.9307018,5.0
4709039,121.3579177895447,3.0
4709042,124.7464194,3.0
4709044,138.8072856,3.0
4709046,206.0613204,4.0
4709049,257.00187,5.0
4709053,229.0562544,4.0
4709054,264.6287478,5.0
4709056,253.34376540000002,5.0
4709058,377.957322,7.0
4709060,375.8877276,7.0
4709061,468.0418518,8.0
4709062,942.5325667863355,16.0
4709064,1226.196894021469,21.0
4709065,2190.2923872,37.0
4709066,2687.75625,45.0
4709067,1795.7012215198097,30.0
4709069,2081.4396036,35.0
4709071,1846.8497592000003,31.0
4709072,1968.0483360000003,33.0
4709075,2285.760498,39.0
4709076,971.8626282000001,17.0
4709819,152.1194682,3.0
4709820,180.3544212,4.0
4709821,165.8140884,3.0
4709822,369.27458700000005,7.0
4709824,,
4709826,347.832564,6.0
4709828,,
4709830,,
4709832,1332.3344916,23.0
4710002,1848.3767520000001,31.0
4710003,1914.9733277999999,32.0
4710004,2065.9391682,35.0
4710008,509.8995112424243,9.0
4710009,1.6318614,1.0
4710011,275.7640512,5.0
4710014,633.3506533930296,11.0
4710022,661.6830336,12.0
4710024,888.0774273242937,15.0
4710027,889.0114542,15.0
4710028,1307.3498676,22.0
4710029,2043.248649,35.0
4710031,1780.983489,30.0
4710034,1336.1632980000002,23.0
4710035,1542.5568552000002,26.0
4710036,2010.3961865999997,34.0
4710038,2655.2228791242605,45.0
4710041,2762.262661290081,47.0
4710043,3561.0611022000003,60.0
4710046,2878.930962784615,48.0
4710047,2867.6182176699535,48.0
4710052,2668.4118588,45.0
4710054,2399.831994,40.0
4710056,2440.2441372000003,41.0
4710058,2511.4625952,42.0
4710061,2929.6446252,49.0
4710062,2731.990063056577,46.0
4710064,2713.228857,46.0
4710066,2811.9318798000004,47.0
4710068,2962.8098615631206,50.0
4710071,3264.9022178457567,55.0
4710072,4097.7639552,69.0
4710801,,
4710822,3957.1346922,66.0
4710823,2876.42358,48.0
4710824,3323.4461892,56.0
4710825,1058.3729604,18.0
4710826,2146.381817324111,36.0
4710828,,
4710832,,
4710834,,
4710836,,
4710838,,
4710840,1791.6203688,30.0
4710842,,
4710843,2259.1860282,38.0
4710845,,
4710846,,
4710847,,
4710848,,
4710849,,
4710850,,
4710851,,
4710852,,
4711002,567.7266078,10.0
4711003,587.6270969999999,10.0
4711004,482.1864132,9.0
4711006,513.7083438,9.0
4711007,482.68521840000005,9.0
4711008,499.1448822,9.0
4711009,475.9030998,8.0
4711011,485.1922446,9.0
4711014,423.49048988275865,8.0
4711016,451.136793,8.0
4711018,362.4961362,7.0
4711019,354.7125378,6.0
4711021,426.5076906,8.0
4711022,347.3071254,6.0
4711024,278.907339,5.0
4711026,328.143105,6.0
4711027,280.2335892046233,5.0
4711028,158.8213482,3.0
4711029,159.0561936,3.0
4711031,128.56828140000002,3.0
4711032,124.42991280000001,3.0
4711034,167.1346788,3.0
4711036,79.8277794,2.0
4711038,85.66326959999999,2.0
4711039,21.1896792,1.0
4711041,44.8651038,1.0
4711042,117.89523540000002,2.0
4711044,122.747184,3.0
4711046,92.9405478,2.0
4711048,139.3624326,3.0
4711049,164.62337504968596,3.0
4711052,210.6782796,4.0
4711053,195.69705968045602,4.0
4711054,393.0582486,7.0
4711056,329.7445788,6.0
4711058,267.85368,5.0
4711059,286.1670798,5.0
4711060,247.2668952,5.0
4711061,192.95986972175155,4.0
4711063,188.3569764,4.0
4711064,190.7727222,4.0
4711065,281.0954322829723,5.0
4711066,717.4430307285334,12.0
4711067,788.6235095782608,14.0
4711068,1026.2287227738948,18.0
4711069,1332.6736789757058,23.0
4711070,970.8728082374823,17.0
4711071,482.90743920000006,9.0
4711072,480.2845794,9.0
4711073,448.41772743907137,8.0
4711075,432.698100783693,8.0
4711076,516.636273,9.0
4711077,594.9633881999999,10.0
4711078,555.6203628,10.0
4711079,551.7985692,10.0
4711091,627.5534688,11.0
4711092,564.3554862,10.0
4711094,604.4568732,11.0
4711096,583.3686132,10.0
4711828,614.82393,11.0
4712001,1276.7943276,22.0
4712004,1057.0194828,18.0
4712006,742.0602589194256,13.0
4712008,356.5218882,6.0
4712011,306.4990608,6.0
4712012,238.8258354,4.0
4712014,268.9432272,5.0
4712016,517.6718046,9.0
4712019,1266.9414606,22.0
4712020,2346.2371482000003,40.0
4712022,1857.2348567999998,31.0
4712026,1972.7987784,33.0
4712029,2164.7343174,37.0
4712031,417.5902578,7.0
4712032,197.799264,4.0
4712034,357.0016164,6.0
4712038,258.36544044469275,5.0
4712042,1217.0348382626087,21.0
4712046,796.5777653912797,14.0
4712050,177.3501138,3.0
4712051,235.6875252,4.0
4712052,271.8938976,5.0
4712054,1323.2338210289388,23.0
4712056,1557.4631848693361,26.0
4712058,1632.8963418,28.0
4712059,1381.1687634,24.0
4712064,3518.126916,59.0
4712069,1824.5370401999999,31.0
4712072,1783.9767372,30.0
4712078,1657.1780975580177,28.0
4712079,1353.1058525506364,23.0
4712829,1330.6203426,23.0
4712830,2017.603851,34.0
4712832,2373.345972,40.0
4712833,2418.220614,41.0
4712837,1496.5170894,25.0
4712870,,
4713002,2395.5956244,40.0
4713004,2484.7906896,42.0
4713006,1832.020076100299,31.0
4713008,1905.353608385505,32.0
4713009,1883.8923354,32.0
4713011,1315.8304304843373,22.0
4713014,2069.1638142,35.0
4713016,1656.4959408,28.0
4713019,834.7740708,14.0
4713021,166.9219038,3.0
4713022,120.1095348,3.0
4713024,874.2927048,15.0
4713026,1121.5429350000002,19.0
4713028,1357.3639608,23.0
4713029,1948.958388,33.0
4713031,1959.5905638,33.0
4713032,1452.6152739391302,25.0
4713038,1133.348775,19.0
4713039,2583.6522138,44.0
4713041,2312.2042128,39.0
4713042,680.7039842548454,12.0
4713044,168.6187764,3.0
4713046,237.2837076,4.0
4713049,251.9643138,5.0
4713051,2196.3133407854048,37.0
4713053,1659.9171642,28.0
4713054,1083.1827822,19.0
4713056,1138.406385,19.0
4713059,615.5125662,11.0
4713062,1253.5646046000002,21.0
4713064,194.3982582,4.0
4713067,107.307342,2.0
4713068,125.7247122,3.0
4713069,229.6257655340586,4.0
4713072,284.2956378,5.0
4713074,705.0586330682692,12.0
4713076,1493.2535346,25.0
4713078,2250.5917008,38.0
4713079,1523.6421216,26.0
4713091,2230.7682654,38.0
4713092,2015.8103825999997,34.0
4713094,2040.7920306,35.0
4713096,1967.985156592771,33.0
4713098,1798.2210114000002,30.0
4713835,1749.579813,30.0
4713836,2926.6335036,49.0
4714001,2533.918888553188,43.0
4714004,2809.7383921086243,47.0
4714006,592.3017686323369,10.0
4714007,215.77490682888617,4.0
4714009,121.721496,3.0
4714021,176.23956299999998,3.0
4714022,497.74832638548975,9.0
4714023,431.9236242,8.0
4714024,1427.8185738,24.0
4714025,1508.774139,26.0
4714026,1593.848322,27.0
4714028,1219.6227762,21.0
4714030,1475.5904514,25.0
4714032,1359.3160692,23.0
4714034,2024.365875,34.0
4714035,3256.2766098,55.0
4714036,2115.8409612,36.0
4714038,1824.1693381986759,31.0
4714039,1709.2252722,29.0
4714041,3287.352972,55.0
4714043,3433.334625837966,58.0
4714044,2446.757552138892,41.0
4714047,281.95341570184956,5.0
4714048,2558.627541,43.0
4714049,4015.3200282,67.0
4714051,1167.9615163626197,20.0
4714053,218.77949618038068,4.0
4714056,660.1267404,12.0
4714058,165.8396802,3.0
4714059,87.3140154,2.0
4714061,78.4543788,2.0
4714062,660.8614278,12.0
4714067,1137.9644801617835,19.0
4714068,812.8094088,14.0
4714069,291.7605386651163,5.0
4714072,246.89521717891438,5.0
4714073,114.7149606,2.0
4714074,85.3865088,2.0
4714076,1403.0366359014881,24.0
4714077,1390.5034547340442,24.0
4714079,212.7601986,4.0
4714091,86.1866646,2.0
4714092,2024.7155736000002,34.0
4714093,2101.4694912,36.0
4714839,2001.396822,34.0
4714840,2177.0667942,37.0
4714841,1246.016451,21.0
4714842,1402.1486682,24.0
4714843,2210.7698802,37.0
4714845,919.6982088,16.0
4714846,,
4715001,2752.361440979253,46.0
4715002,2902.2131394,49.0
4715003,1167.6886758,20.0
4715004,1259.396724,21.0
4715005,923.2395534,16.0
4715006,656.065674,11.0
4715007,534.0289783966701,9.0
4715008,203.41767181949282,4.0
4715011,146.4700662,3.0
4715012,146.999046,3.0
4715014,123.5634738,3.0
4715016,193.4493522,4.0
4715017,204.05845379999997,4.0
4715018,217.2176713416838,4.0
4715019,177.7832022,3.0
4715026,382.3974715223926,7.0
4715027,845.3199269999999,15.0
4715028,428.46763199029914,8.0
4715029,354.40843920000003,6.0
4715031,285.81540720315405,5.0
4715032,363.74274456704114,7.0
4715034,430.2569034,8.0
4715036,437.0009472,8.0
4715038,432.9624834,8.0
4715039,461.90570350473814,8.0
4715041,513.9026681051814,9.0
4715042,468.10896786134964,8.0
4715043,401.7045486,7.0
4715044,358.1821494,6.0
4715045,533.0301924,9.0
4715046,503.2836942,9.0
4715047,508.1838695999999,9.0
4715048,449.5003494,8.0
4715049,430.6268022,8.0
4715051,449.5610918615854,8.0
4715052,385.9130154,7.0
4715054,329.80738961349914,6.0
4715057,213.49601215860056,4.0
4715059,244.2522114,5.0
4715061,456.25772606435635,8.0
4715062,621.7801169999999,11.0
4715064,917.0121354279233,16.0
4715066,1440.839988057781,25.0
4715067,1108.6163314340426,19.0
4715068,891.0226027317073,15.0
4715070,1453.8484704,25.0
4715071,1071.9988390152316,18.0
4715072,1296.868557,22.0
4715074,1471.8166854,25.0
4715075,1780.5222709532309,30.0
4715076,1556.2104852,26.0
4715079,72.229848,2.0
4715085,248.1547764,5.0
4715091,153.3512988,3.0
4715092,1974.8385822,33.0
4715094,2058.5654136787307,35.0
4715098,3577.6868088,60.0
4715099,2099.3649397921567,35.0
4715820,2003.5340352,34.0
4715844,578.976627,10.0
4715845,1826.2719013748595,31.0
4715847,2730.9612324,46.0
4715848,2573.3835036,43.0
4715849,1907.0104998,32.0
4715850,1591.316313,27.0
4715851,806.6571683999999,14.0
4715853,371.50247700000006,7.0
4715857,,
4715859,1381.8613158,24.0
4715860,,
4715861,,
4715862,943.8424104,16.0
4716002,4962.606769200001,83.0
4716003,3470.6447436000003,58.0
4716004,5013.0926034,84.0
4716005,2067.5347788,35.0
4716008,3021.8318004,51.0
4716009,3406.9873788,57.0
4716011,4927.641543,83.0
4716013,4469.9006262,75.0
4716014,3959.692690200001,66.0
4716016,4125.9103644,69.0
4716018,3912.2861292,66.0
4716019,4978.008008399999,83.0
4716022,5003.921953800001,84.0
4716023,5379.4433712,90.0
4716024,5673.282745799999,95.0
4716026,5862.2401002,98.0
4716027,4905.6085722,82.0
4716028,4212.98436061834,71.0
4716029,2867.6301853143104,48.0
4716033,2942.566396688833,50.0
4716038,2816.6519616,47.0
4716041,2356.3462102214703,40.0
4716042,2569.2830724,43.0
