CSDUID,Average_Travel_Minutes
4713067,2.0
4713068,3.0
4713069,4.0
4713072,5.0
4713074,12.0
4713076,25.0
4713078,38.0
4713079,26.0
4713091,38.0
4713092,34.0
4713094,35.0
4713096,33.0
4713098,30.0
4713835,30.0
4713836,49.0
4714001,43.0
4714004,47.0
4714006,10.0
4714007,4.0
4714009,3.0
4714021,3.0
4714022,9.0
4714023,8.0
4714024,24.0
4714025,26.0
4714026,27.0
4714028,21.0
4714030,25.0
4714032,23.0
4714034,34.0
4714035,55.0
4714036,36.0
4714038,31.0
4714039,29.0
4714041,55.0
4714043,58.0
4714044,41.0
4714047,5.0
4714048,43.0
4714049,67.0
4714051,20.0
4714053,4.0
4714056,12.0
4714058,3.0
4714059,2.0
4714061,2.0
4714062,12.0
4714067,19.0
4714068,14.0
4714069,5.0
4714072,5.0
4714073,2.0
4714074,2.0
4714076,24.0
4714077,24.0
4714079,4.0
4714091,2.0
4714092,34.0
4714093,36.0
4714839,34.0
4714840,37.0
4714841,21.0
4714842,24.0
4714843,37.0
4714845,16.0
4714846,
4715001,46.0
4715002,49.0
4715003,20.0
4715004,21.0
4715005,16.0
4715006,11.0
4715007,9.0
4715008,4.0
4715011,3.0
4715012,3.0
4715014,3.0
4715016,4.0
4715017,4.0
4715018,4.0
4715019,3.0
4715026,7.0
4715027,15.0
4715028,8.0
4715029,6.0
4715031,5.0
4715032,7.0
4715034,8.0
4715036,8.0
4715038,8.0
4715039,8.0
4715041,9.0
4715042,8.0
4715043,7.0
4715044,6.0
4715045,9.0
4715046,9.0
4715047,9.0
4715048,8.0
4715049,8.0
4715051,8.0
4715052,7.0
4715054,6.0
4715057,4.0
4715059,5.0
4715061,8.0
4715062,11.0
4715064,16.0
4715066,25.0
4715067,19.0
4715068,15.0
4715070,25.0
4715071,18.0
4715072,22.0
4715074,25.0
4715075,30.0
4715076,26.0
4715079,2.0
4715085,5.0
4715091,3.0
4715092,33.0
4715094,35.0
4715098,60.0
4715099,35.0
4715820,34.0
4715844,10.0
4715845,31.0
4715847,46.0
4715848,43.0
4715849,32.0
4715850,27.0
4715851,14.0
4715853,7.0
4715857,
4715859,24.0
4715860,
4715861,
4715862,16.0
4716002,83.0
4716003,58.0
4716004,84.0
4716005,35.0
4716008,51.0
4716009,57.0
4716011,83.0
4716013,75.0
4716014,66.0
4716016,69.0
4716018,66.0
4716019,83.0
4716022,84.0
4716023,90.0
4716024,95.0
4716026,98.0
4716027,82.0
4716028,71.0
4716029,48.0
4716033,50.0
4716038,47.0
4716041,40.0
4716042,43.0
4716043,30.0
4716044,17.0
4716046,31.0
4716047,19.0
4716051,2.0
4716052,2.0
4716053,2.0
4716054,3.0
4716056,4.0
4716057,11.0
4716058,5.0
4716059,7.0
4716060,6.0
4716061,58.0
4716062,58.0
4716063,70.0
4716072,82.0
4716075,86.0
4716077,48.0
4716840,33.0
4716854,4.0
4716855,4.0
4716856,16.0
4716857,
4716858,58.0
4716859,
4716860,88.0
4716861,92.0
4716862,93.0
4716863,91.0
4716870,
4716872,
4716880,73.0
4716882,33.0
4716886,
4716888,
4716891,
4716894,
4717001,34.0
4717002,58.0
4717004,56.0
4717005,27.0
4717006,55.0
4717008,37.0
4717011,40.0
4717013,52.0
4717014,60.0
4717017,60.0
4717018,49.0
4717019,90.0
4717022,9.0
4717024,2.0
4717026,26.0
4717028,32.0
4717029,46.0
4717032,28.0
4717034,69.0
4717036,54.0
4717039,44.0
4717041,33.0
4717042,46.0
4717045,30.0
4717047,5.0
4717048,3.0
4717052,3.0
4717053,4.0
4717054,6.0
4717055,14.0
4717056,21.0
4717057,10.0
4717058,2.0
4717062,12.0
4717066,20.0
4717067,9.0
4717801,13.0
4717802,37.0
4717803,40.0
4717804,45.0
4717805,45.0
4717806,30.0
4717807,27.0
4717808,32.0
4717809,5.0
4717810,41.0
4717811,4.0
4717812,3.0
4717813,17.0
4717815,86.0
4717816,19.0
4717817,
4717819,20.0
4717830,
4717831,
4717832,
4718005,562.0
4718012,553.0
4718015,73.0
4718021,543.0
4718023,9.0
4718028,11.0
4718030,7.0
4718033,85.0
4718041,79.0
4718042,26.0
4718049,5.0
4718051,40.0
4718052,98.0
4718055,21.0
4718058,138.0
4718065,131.0
4718067,108.0
4718069,25.0
4718070,
4718071,48.0
4718072,13.0
4718074,23.0
4718075,79.0
4718089,80.0
4718090,
4718100,96.0
4718801,97.0
4718802,86.0
4718803,86.0
4718806,520.0
4718807,73.0
4718808,74.0
4718809,74.0
4718811,73.0
4718812,73.0
4718813,
4718814,141.0
4718815,141.0
4718817,141.0
4718818,140.0
4718819,140.0
4718820,140.0
4718821,
4718822,140.0
4718823,
4718824,139.0
4718825,139.0
4718826,139.0
4718827,65.0
4718828,3.0
4718829,5.0
4718831,130.0
4718832,166.0
4718839,167.0
4718844,
4718849,
4718852,150.0
4718854,
4718855,85.0
4718860,
4801003,13.0
4801006,12.0
4801008,9.0
4801009,9.0
4801014,42.0
4801018,15.0
4802001,7.0
4802002,8.0
4802004,9.0
4802006,9.0
4802008,9.0
4802009,12.0
4802011,7.0
4802012,12.0
4802013,5.0
4802014,7.0
4802016,3.0
4802018,5.0
4802019,11.0
4802021,22.0
4802022,11.0
4802023,11.0
4802029,11.0
4802031,30.0
4802034,9.0
4802036,13.0
4802038,11.0
4802039,34.0
4803001,21.0
4803002,5.0
4803003,13.0
4803004,25.0
4803006,30.0
4803008,35.0
4803011,25.0
4803014,5.0
4803016,6.0
4803018,20.0
4803019,20.0
4803022,14.0
4803024,2.0
4803026,3.0
4803801,23.0
4803802,26.0
4803803,
4803805,29.0
4804001,13.0
4804004,24.0
4804006,20.0
4804011,22.0
4804012,10.0
4804014,42.0
4804019,69.0
4804020,26.0
4804021,28.0
4804022,3.0
4805001,10.0
4805002,6.0
4805004,21.0
4805006,23.0
4805008,18.0
4805009,29.0
4805011,22.0
4805012,13.0
4805018,22.0
4805019,2.0
4805021,3.0
4805022,3.0
4805026,30.0
4805031,38.0
4805034,32.0
4805036,5.0
4805038,3.0
4805041,20.0
4805042,19.0
4805044,28.0
4805046,15.0
4805048,28.0
4805049,19.0
4805802,10.0
4806001,13.0
4806006,8.0
4806008,6.0
4806009,7.0
4806011,5.0
4806012,9.0
4806014,11.0
4806016,13.0
4806017,13.0
4806019,22.0
4806021,20.0
4806022,27.0
4806024,27.0
4806026,13.0
4806028,11.0
4806029,11.0
4806031,14.0
4806032,6.0
4806034,12.0
4806036,15.0
4806803,
4806804,
4807001,6.0
4807002,9.0
4807004,12.0
4807006,11.0
4807008,20.0
4807011,17.0
4807012,12.0
4807014,3.0
4807016,3.0
4807019,17.0
4807021,2.0
4807026,16.0
4807027,3.0
4807028,14.0
4807029,16.0
4807031,12.0
4807032,4.0
4807036,4.0
4807038,4.0
4807039,16.0
4807042,26.0
4807044,23.0
4807046,14.0
4807048,39.0
4807049,19.0
4807051,16.0
4807052,22.0
4807054,22.0
4807056,28.0
4808001,6.0
4808002,9.0
4808004,12.0
4808005,11.0
4808006,10.0
4808008,5.0
4808009,4.0
4808011,13.0
4808012,17.0
4808013,33.0
4808022,16.0
4808023,11.0
4808024,9.0
4808025,6.0
4808026,8.0
4808027,10.0
4808028,10.0
4808029,9.0
4808031,10.0
4808032,14.0
4808034,11.0
4808038,16.0
4808039,11.0
4808042,6.0
4808044,7.0
4808811,8.0
4808812,10.0
4808813,13.0
4809002,23.0
4809005,4.0
4809010,5.0
4809015,26.0
4809806,50.0
4809809,67.0
4809810,
4810001,12.0
4810002,4.0
4810003,4.0
4810006,2.0
4810009,3.0
4810011,8.0
4810012,37.0
4810014,36.0
4810016,20.0
4810018,9.0
4810019,4.0
4810021,3.0
4810022,1.0
4810026,11.0
4810028,18.0
4810031,25.0
4810034,24.0
4810036,14.0
4810038,8.0
4810039,10.0
4810041,25.0
4810042,16.0
4810044,18.0
4810048,17.0
4810051,35.0
4810052,43.0
4810058,17.0
4810059,5.0
4810061,3.0
4810062,17.0
4810064,11.0
4810066,18.0
4810068,
4810805,10.0
4811001,10.0
4811002,8.0
4811003,7.0
4811004,7.0
4811005,8.0
4811006,7.0
4811007,6.0
4811008,6.0
4811009,6.0
4811011,5.0
4811012,7.0
4811013,7.0
4811016,4.0
4811018,6.0
4811019,9.0
4811020,8.0
4811021,7.0
4811022,10.0
4811023,10.0
4811024,11.0
4811026,11.0
4811031,10.0
4811032,10.0
4811034,14.0
4811038,13.0
4811039,12.0
4811041,11.0
4811042,10.0
4811044,11.0
4811046,10.0
4811048,10.0
4811049,9.0
4811052,9.0
4811056,12.0
4811059,10.0
4811061,11.0
4811062,12.0
4811064,11.0
4811065,10.0
4811066,7.0
4811068,6.0
4811069,7.0
4811801,7.0
4811802,7.0
4811803,8.0
4811804,11.0
4811805,7.0
4811806,24.0
4811807,16.0
4812002,15.0
4812004,13.0
4812009,11.0
4812011,5.0
4812012,6.0
4812013,8.0
4812014,28.0
4812016,6.0
4812018,6.0
4812020,3.0
4812022,27.0
4812024,21.0
4812026,23.0
4812029,30.0
4812037,25.0
4812038,19.0
4812802,12.0
4812804,14.0
4812806,
4812808,45.0
4812810,5.0
4812811,3.0
4812813,3.0
4812815,7.0
4812828,7.0
4812840,11.0
4813001,22.0
4813002,35.0
4813003,25.0
4813005,25.0
4813006,14.0
4813007,31.0
4813008,11.0
4813009,5.0
4813010,4.0
4813011,2.0
4813012,2.0
4813013,3.0
4813014,3.0
4813015,4.0
4813016,11.0
4813017,12.0
4813018,6.0
4813019,21.0
4813028,29.0
4813029,35.0
4813030,21.0
4813031,5.0
4813032,7.0
4813033,7.0
4813036,17.0
4813044,22.0
4813045,37.0
4813046,22.0
4813047,22.0
4813048,18.0
4813049,13.0
4813051,41.0
4813053,40.0
4813055,31.0
4813057,24.0
4813061,39.0
4813811,22.0
4813829,26.0
4813830,
4814003,13.0
4814019,12.0
4814024,33.0
4814028,
4815007,18.0
4815013,5.0
4815015,3.0
4815023,8.0
4815027,23.0
4815030,38.0
4815032,25.0
4815033,31.0
4815035,11.0
4815037,
4815045,8.0
4815802,
4815815,
4816037,
4816051,15.0
4816810,16.0
4816817,109.0
4816821,116.0
4816822,115.0
4816849,
4816850,282.0
4816852,284.0
4816860,
4816861,
4817021,25.0
4817024,4.0
4817026,52.0
4817027,37.0
4817029,67.0
4817031,
4817033,58.0
4817039,26.0
4817062,16.0
4817064,101.0
4817076,
4817078,4.0
4817093,3.0
4817095,
4817097,61.0
4817817,59.0
4817818,68.0
4817819,80.0
4817821,3.0
4817822,3.0
4817823,3.0
4817824,3.0
4817825,
4817826,32.0
4817827,36.0
4817828,28.0
4817829,5.0
4817830,2.0
4817831,102.0
4817832,267.0
4817833,31.0
4817834,
4817835,34.0
4817836,63.0
4817837,92.0
4817838,46.0
4817840,27.0
4817841,105.0
4817842,115.0
4817843,3.0
4817845,38.0
4817848,47.0
4817849,109.0
4817850,242.0
4817853,44.0
4817854,
4817855,306.0
4817856,51.0
4817857,
4817859,99.0
4817860,167.0
4817865,164.0
4818002,50.0
4818015,36.0
4818018,2.0
4818816,3.0
4818818,5.0
4819006,19.0
4819008,4.0
4819009,4.0
4819011,5.0
4819012,10.0
4819014,3.0
4819038,6.0
4819041,6.0
4819042,5.0
4819044,6.0
4819046,7.0
4819048,6.0
4819049,9.0
4819054,11.0
4819056,10.0
4819058,9.0
4819059,13.0
4819066,14.0
4819068,14.0
4819071,13.0
4819072,10.0
4819074,13.0
4819815,14.0
4819826,18.0
5901003,9.0
5901006,32.0
5901012,20.0
5901017,27.0
5901019,30.0
5901022,11.0
5901028,30.0
5901035,13.0
5901037,26.0
5901039,45.0
5901040,47.0
5901043,50.0
5901046,34.0
5901048,49.0
5901801,6.0
5901802,
5901803,9.0
5901804,53.0
5901805,8.0
5901806,93.0
5901808,10.0
5903004,33.0
5903010,64.0
5903011,13.0
5903013,4.0
5903015,10.0
5903017,29.0
5903019,64.0
5903023,38.0
5903027,26.0
5903032,29.0
5903039,29.0
5903041,36.0
5903043,25.0
5903045,59.0
5903047,79.0
5903050,74.0
5903052,64.0
5903056,29.0
5903058,81.0
5903060,76.0
5903807,128.0
5905005,61.0
5905009,8.0
5905014,9.0
5905018,31.0
5905023,12.0
5905026,7.0
5905030,6.0
5905032,4.0
5905037,24.0
5905042,11.0
5905050,11.0
5905052,23.0
5905054,43.0
5907005,25.0
5907009,69.0
5907014,39.0
5907022,35.0
5907024,6.0
5907026,6.0
5907028,18.0
5907035,20.0
5907041,7.0
5907047,19.0
5907048,10.0
5907049,21.0
5907051,26.0
5907053,15.0
5907055,15.0
5907801,30.0
5907802,17.0
5907803,16.0
5907805,12.0
5907806,19.0
5907807,20.0
5907808,26.0
5907809,33.0
5907850,87.0
5909009,7.0
5909014,5.0
5909016,4.0
5909020,23.0
5909027,7.0
5909032,7.0
5909034,7.0
5909035,5.0
5909036,8.0
5909048,8.0
5909052,14.0
5909056,13.0
5909060,
5909062,8.0
5909804,10.0
5909805,
5909806,12.0
5909807,11.0
5909808,13.0
5909809,
5909810,14.0
5909812,13.0
5909814,12.0
5909815,
5909816,8.0
5909817,14.0
5909818,15.0
5909819,16.0
5909821,15.0
5909824,16.0
5909825,
5909826,15.0
5909827,15.0
5909830,4.0
5909831,11.0
5909832,11.0
5909833,9.0
5909834,13.0
5909835,16.0
5909836,
5909837,12.0
5909838,17.0
5909839,15.0
5909841,11.0
5909842,12.0
5909843,
5909844,
5909845,7.0
5909847,6.0
5909848,
5909850,
5909851,9.0
5909852,
5909856,8.0
5909875,11.0
5909876,12.0
5909877,12.0
5909878,11.0
5909879,10.0
5909880,17.0
5909881,7.0
5909882,7.0
5909883,7.0
5909884,22.0
5909885,12.0
5915001,8.0
5915002,8.0
5915004,7.0
5915007,6.0
5915011,8.0
5915015,8.0
5915020,8.0
5915022,9.0
5915025,8.0
5915029,9.0
5915034,9.0
5915036,11.0
5915038,12.0
5915039,11.0
5915043,13.0
5915046,9.0
5915051,7.0
5915055,5.0
5915062,4.0
5915065,7.0
5915070,14.0
5915075,11.0
5915801,13.0
5915802,10.0
5915803,11.0
5915804,
5915805,8.0
5915806,6.0
5915807,9.0
5915808,15.0
5915809,
5915810,13.0
5915811,15.0
5915813,12.0
5915816,10.0
5915825,12.0
5915830,17.0
5915840,12.0
5917005,9.0
5917010,9.0
5917015,7.0
5917021,7.0
5917027,7.0
5917029,7.0
5917030,8.0
5917034,10.0
5917040,29.0
5917041,29.0
5917042,44.0
5917044,7.0
5917047,8.0
5917049,11.0
5917052,10.0
5917054,21.0
5917056,16.0
5917801,17.0
5917802,13.0
5917803,15.0
5917804,6.0
5917805,
5917809,5.0
5917811,5.0
5917812,7.0
5917815,7.0
5917819,9.0
5919008,28.0
5919012,19.0
5919013,9.0
5919015,7.0
5919016,6.0
5919017,2.0
5919021,5.0
5919033,12.0
5919035,17.0
5919043,16.0
5919046,18.0
5919049,23.0
5919051,25.0
5919801,34.0
5919802,29.0
5919803,65.0
5919804,54.0
5919808,
5919809,52.0
5919811,
5919812,14.0
5919813,38.0
5919814,17.0
5919815,20.0
5919816,17.0
5919817,
5919818,10.0
5919820,7.0
5919821,4.0
5919822,3.0
5921007,20.0
5921008,11.0
5921010,11.0
5921014,6.0
5921016,4.0
5921018,8.0
5921023,11.0
5921030,18.0
5921032,34.0
5921034,31.0
5921036,10.0
5921804,34.0
5921805,17.0
5921806,34.0
5921807,37.0
5923008,54.0
5923019,71.0
5923025,64.0
5923033,65.0
5923035,65.0
5923037,66.0
5923039,68.0
5923047,72.0
5923049,70.0
5923801,69.0
5923802,
5923803,69.0
5923804,
5923805,72.0
5923806,
5923807,66.0
5923808,67.0
5923809,
5923810,167.0
5923813,199.0
5923814,
5923816,101.0
5923822,77.0
5923823,4.0
5923824,
5923825,157.0
5924025,99.0
5924029,72.0
5924030,72.0
5924034,20.0
5924039,24.0
5924042,64.0
5924048,16.0
5924052,25.0
5924054,
5924803,
5924804,60.0
5924805,
5924806,
5924812,
5924813,
5924814,
5924817,35.0
5924818,
5924820,35.0
5924833,13.0
5924835,14.0
5924836,16.0
5924840,19.0
5924843,
5926005,11.0
5926010,14.0
5926014,9.0
5926021,6.0
5926022,13.0
5926024,10.0
5926801,48.0
5926802,5.0
5927008,9.0
5927010,
5927012,20.0
5927016,22.0
5927018,28.0
5927020,
5927802,17.0
5927806,19.0
5929005,62.0
5929011,45.0
5929018,
5929022,
5929024,5.0
5929026,8.0
5929028,16.0
5929801,
5929803,
5931006,36.0
5931012,64.0
5931017,36.0
5931020,10.0
5931021,4.0
5931026,14.0
5931032,10.0
5931034,8.0
5931801,6.0
5931802,11.0
5931806,7.0
5931807,4.0
5931808,5.0
5931809,5.0
5931812,4.0
5931813,1.0
5931814,3.0
5931815,4.0
5931816,3.0
5931817,3.0
5931818,14.0
5931819,
5931820,11.0
5931821,10.0
5931822,
5931823,8.0
5931824,
5931825,37.0
5931826,32.0
5931827,11.0
5931828,100.0
5931829,21.0
5931831,77.0
5931832,50.0
5931833,32.0
5931834,
5931842,23.0
5931843,35.0
5931844,12.0
5933006,6.0
5933008,5.0
5933012,6.0
5933015,7.0
5933019,7.0
5933024,7.0
5933028,8.0
5933032,10.0
5933035,10.0
5933037,12.0
5933039,16.0
5933042,25.0
5933044,4.0
5933045,84.0
5933054,26.0
5933060,53.0
5933067,52.0
5933068,
5933070,75.0
5933072,65.0
5933074,63.0
5933801,73.0
5933802,77.0
5933803,
5933805,33.0
5933806,32.0
5933807,65.0
5933808,61.0
5933809,65.0
5933810,
5933811,40.0
5933812,50.0
5933813,63.0
5933814,43.0
5933817,43.0
5933819,
5933821,10.0
5933823,7.0
5933824,
5933825,23.0
5933828,
5933829,
5933831,33.0
5933832,20.0
5933833,47.0
5933834,
5933836,80.0
5933837,
5933839,
5933840,12.0
5933841,9.0
5933842,
5933844,13.0
5933845,40.0
5933846,
5933848,54.0
5933849,35.0
5933850,6.0
5933851,7.0
5933852,6.0
5933853,6.0
5933854,
5933855,73.0
5933857,
5933858,41.0
5933859,51.0
5933861,
5933865,79.0
5933866,10.0
5933868,8.0
5933870,8.0
5933872,4.0
5933873,3.0
5933874,
5933875,12.0
5933876,12.0
5933877,14.0
5933878,15.0
5933879,18.0
5933880,13.0
5933881,
5933882,
5933884,4.0
5933886,
5933887,8.0
5933888,10.0
5933889,
5933892,114.0
5933893,
5933895,
5933896,30.0
5933897,
5933898,55.0
5933899,55.0
5935010,12.0
5935012,15.0
5935016,25.0
5935018,17.0
5935020,14.0
5935029,19.0
5935801,11.0
5935802,12.0
5935803,30.0
5937005,21.0
5937010,21.0
5937014,9.0
5937017,62.0
5937021,21.0
5937022,11.0
5937023,32.0
5937024,4.0
5937028,11.0
5937033,12.0
5937041,14.0
5937801,19.0
5937802,12.0
5937803,11.0
5937805,
5939007,44.0
5939011,33.0
5939019,11.0
5939023,6.0
5939032,16.0
5939037,43.0
5939039,8.0
5939043,3.0
5939044,18.0
5939045,6.0
5939801,3.0
5939802,4.0
5939803,5.0
5939804,8.0
5939805,29.0
5939806,
5939807,86.0
5939808,23.0
5939811,11.0
5941005,125.0
5941009,45.0
5941010,11.0
5941012,11.0
5941013,36.0
5941014,
5941015,3.0
5941016,6.0
5941017,14.0
5941019,51.0
5941021,29.0
5941025,106.0
5941026,65.0
5941027,38.0
5941039,8.0
5941041,2.0
5941801,6.0
5941802,
5941803,
5941804,
5941805,16.0
5941806,32.0
5941807,37.0
5941808,
5941809,40.0
5941810,41.0
5941811,43.0
5941812,12.0
5941813,
5941817,36.0
5941818,
5941821,34.0
5941827,
5941828,
5941829,
5941831,
5941833,130.0
5941835,
5941837,158.0
5941838,158.0
5941839,165.0
5941840,162.0
5941841,169.0
5941844,
5941845,156.0
5941848,
5941849,
5941850,230.0
5941851,230.0
5941852,
5941854,
5941855,225.0
5941856,
5941861,
5941862,
5941864,
5941866,330.0
5941868,
5941871,238.0
5941872,
5941873,100.0
5941876,
5941879,105.0
5941880,30.0
5941881,
5941882,
5941883,25.0
5941884,
5941885,10.0
5941886,8.0
5943008,174.0
5943012,14.0
5943017,6.0
5943023,3.0
5943027,46.0
5943031,494.0
5943033,1519.0
5943037,
5943804,48.0
5943806,93.0
5943807,53.0
5943808,6.0
5943809,
5943813,
5943815,8.0
5943816,7.0
5943817,
5943826,
5943835,
5943836,
5943837,13.0
5945006,590.0
5945010,583.0
5945012,175.0
5945014,
5945801,8.0
5945802,10.0
5945803,
5947007,5.0
5947012,31.0
5947016,6.0
5947021,6.0
5947023,8.0
5947026,6.0
5947027,5.0
5947030,7.0
5947032,
5947802,186.0
5947803,36.0
5947804,30.0
5947806,51.0
5947807,
5947809,534.0
5947810,
5947823,68.0
5949005,103.0
5949011,6.0
5949013,20.0
5949018,35.0
5949020,
5949022,1.0
5949024,8.0
5949028,20.0
5949032,
5949035,299.0
5949038,6.0
5949039,7.0
5949041,
5949802,8.0
5949803,8.0
5949804,8.0
5949805,
5949807,6.0
5949810,4.0
5949811,4.0
5949812,4.0
5949813,5.0
5949814,3.0
5949815,7.0
5949816,1.0
5949817,205.0
5949818,133.0
5949819,28.0
5949820,13.0
5949832,4.0
5949843,2.0
5949844,323.0
5949845,314.0
5949846,
5949847,286.0
5951007,41.0
5951009,3.0
5951013,5.0
5951015,14.0
5951017,40.0
5951019,42.0
5951022,49.0
5951028,15.0
5951031,
5951032,2.0
5951034,22.0
5951038,41.0
5951043,43.0
5951051,56.0
5951053,
5951801,27.0
5951802,27.0
5951803,21.0
5951804,25.0
5951805,20.0
5951806,16.0
5951807,106.0
5951809,6.0
5951810,4.0
5951811,7.0
5951813,11.0
5951814,2.0
5951815,1.0
5951818,178.0
5951819,
5951820,19.0
5951821,17.0
5951822,
5951823,9.0
5951824,
5951825,
5951826,
5951827,66.0
5951828,6.0
5951829,5.0
5951830,324.0
5951831,
5951832,
5951833,
5951840,143.0
5951844,
5951845,
5951846,
5951847,
5951848,9.0
5951849,
5953007,18.0
5953012,17.0
5953019,14.0
5953023,10.0
5953033,28.0
5953038,12.0
5953042,6.0
5953044,41.0
5953046,3.0
5953048,61.0
5953050,59.0
5953801,19.0
5953802,85.0
5955003,369.0
5955005,56.0
5955010,39.0
5955014,7.0
5955021,7.0
5955023,
5955025,19.0
5955030,5.0
5955034,5.0
5955040,
5955042,74.0
5955801,6.0
5955802,6.0
5955803,18.0
5955804,8.0
5955807,11.0
5955808,27.0
5955812,
5955840,
5955850,
5957022,
5957802,128.0
5957803,125.0
5957804,
5957813,20.0
5957814,95.0
5957820,
5959007,18.0
5959805,
5959806,
5959809,
5959810,64.0
6001003,287.0
6001004,384.0
6001006,197.0
6001007,201.0
6001008,74.0
6001009,105.0
6001010,4.0
6001012,5.0
6001018,6.0
6001019,
6001022,13.0
6001029,13.0
6001031,
6001032,17.0
6001036,15.0
6001037,15.0
6001038,14.0
6001039,17.0
6001041,6.0
6001042,6.0
6001043,
6001044,
6001045,
6001046,76.0
6001047,132.0
6001048,132.0
6001049,130.0
6001050,138.0
6001052,132.0
6001055,443.0
6001057,
6001058,117.0
6001059,118.0
6001060,418.0
6001065,
6101010,
6101014,
6101015,
6101017,891.0
6101025,907.0
6101036,905.0
6101041,
6101063,
6101095,
6102003,1060.0
6102005,882.0
6102007,811.0
6102009,943.0
6102012,1187.0
6102063,
6103031,304.0
6103034,70.0
6103049,86.0
6103052,
6103097,
6104005,625.0
6104006,98.0
6104009,366.0
6104010,514.0
6104013,141.0
6104014,33.0
6104017,425.0
6104038,455.0
6104044,494.0
6104097,474.0
6105001,65.0
6105003,8.0
6105004,6.0
6105016,116.0
6105018,5.0
6105020,
6105026,
6105097,
6106021,31.0
6106023,7.0
6106097,
6204001,
6204003,
6204005,
6204007,
6204009,
6204010,
6204011,
6204012,
6204015,
6204018,
6204019,
6204020,7.0
6204022,
6204025,
6204030,
6205014,
6205015,12.0
6205016,33.0
6205017,7.0
6205019,
6205023,
6205027,
6205033,
6208047,22.0
6208059,
6208065,
6208068,
6208073,18.0
6208081,
6208087,7.0
6208098,
